rfi_id,project_name,submission_date,response_date,status,topic,description,delay_flag,days_to_close,assigned_to,priority_level,cost_impact_estimate,project_phase,rfi_type,response_quality
310,Wendybury Bypass Project,2024-11-14,2024-11-20,Open,Utility Relocation,Since term rise single wide here result pretty quite out according scientist forward other high.,False,6,General Contractor,Medium,10735.35,Excavation,Conflict Resolution,4
311,Foleyton Bypass Project,2024-12-18,2025-01-08,Open,Traffic Signage,Force fall necessary coach stand reach market between generation task management prove.,True,21,General Contractor,Low,6020.6,Inspection,Design Change,4
312,Port Mackenzie Bypass Project,2025-04-06,2025-04-26,Open,Lane Closures,Beautiful effect allow part at expect space story head early public.,True,20,General Contractor,High,149570.74,Excavation,Design Change,5
313,Jessicaport Bypass Project,2024-12-29,2025-01-24,Open,Stormwater Drainage,Huge head water identify measure tree tell environmental property decide candidate instead effect mean have increase budget by.,False,26,Subcontractor,Low,1773.61,Inspection,Design Change,2
314,Kirkstad Bypass Project,2025-03-16,2025-03-24,Open,Lane Closures,Way miss improve late be improve top doctor policy alone meet down.,False,8,Civil Engineer,Low,2694.27,Excavation,Material Substitution,3
315,Robertfort Bypass Project,2025-03-26,2025-04-14,Open,Stormwater Drainage,Kitchen result ever when hold kitchen media head yet treat race radio notice government thing middle million law thousand ability how test learn standard situation.,True,19,General Contractor,Medium,38447.8,Paving,Clarification,3
316,West Darius Bypass Project,2025-02-25,2025-03-16,Pending Review,Road Grading,Least not pull a however several Democrat college the century modern interest audience try movie customer through figure bed bed example.,True,19,Subcontractor,Medium,14004.41,Paving,Conflict Resolution,2
317,Dominicport Bypass Project,2024-11-26,2024-12-02,Open,Soil Compaction,Police from check impact through seven happen lot anyone country event.,False,6,Subcontractor,Low,6160.14,Paving,Material Substitution,3
318,Johnsonton Bypass Project,2025-02-14,2025-03-07,Answered,Guardrail Placement,Tv relate situation paper tell business begin visit idea early local think miss their deal look week argue class one cover exactly service.,True,21,Civil Engineer,Medium,26301.0,Inspection,Design Change,5
319,South Kathleentown Bypass Project,2024-11-29,2024-12-08,Open,Pavement Materials,Control thus agency while decide seven different current tonight sister land dream simple in join attack section my sign garden.,True,9,DOT Inspector,High,92762.41,Preconstruction,Design Change,3
320,Deniseshire Bypass Project,2025-02-03,2025-02-17,Closed,Lane Closures,Term about career door who apply community rock through red inside call choose important trade produce create significant serve course collection.,False,14,Subcontractor,Medium,23305.86,Paving,Conflict Resolution,2
321,Cynthiatown Bypass Project,2025-04-10,2025-04-21,Open,Bridge Joint Design,Marriage should role drive listen impact cause budget fill mean baby free sound early reason beat rule school skin show create under stage institution.,True,11,Subcontractor,High,60673.57,Paving,Clarification,2
322,Granttown Bypass Project,2024-12-14,2024-12-27,Pending Review,Stormwater Drainage,Should they service discussion resource work let seven home let century world deep your maybe sure full opportunity medical animal this.,False,13,Subcontractor,Medium,37238.85,Paving,Material Substitution,5
323,West Jenniferfurt Bypass Project,2025-02-25,2025-03-09,Open,Traffic Signage,Heavy professor rise down feel administration near no phone knowledge forward dinner court evidence have month education occur final then middle during despite.,True,12,General Contractor,Medium,20037.57,Inspection,Clarification,4
324,Port Michaelview Bypass Project,2025-03-06,2025-03-14,Pending Review,Soil Compaction,Camera door significant media experience artist cut hear company according good board amount process myself.,True,8,Subcontractor,High,130733.25,Excavation,Clarification,3
325,Mitchellberg Bypass Project,2025-01-01,2025-01-10,Closed,Bridge Joint Design,Great score write room since method mother believe here organization answer involve season use through live before official commercial third than while agree hear.,False,9,Civil Engineer,Low,8219.09,Paving,Material Substitution,3
326,South Pamela Bypass Project,2024-11-24,2024-12-08,Answered,Pavement Materials,Know seat suggest beyond gas security each effort best wonder tough almost yes itself or professional fine yourself sport huge sit discover specific owner.,False,14,Civil Engineer,Medium,15532.36,Excavation,Material Substitution,4
327,Fuentesview Bypass Project,2025-03-10,2025-03-13,Closed,Pavement Materials,Be will recent every of alone adult strong ability cultural.,True,3,General Contractor,Medium,29025.84,Paving,Conflict Resolution,3
328,Katherineside Bypass Project,2024-11-03,2024-11-10,Pending Review,Bridge Joint Design,Room happy would whether safe report then base until call edge live only cut trade.,False,7,DOT Inspector,Medium,44699.19,Preconstruction,Clarification,3
329,Lake Robertton Bypass Project,2025-04-01,2025-04-25,Pending Review,Traffic Signage,Nor thank early side garden coach ability wear data ask save century similar around off sound girl when central.,True,24,Subcontractor,Medium,13814.55,Excavation,Clarification,4
330,Berrychester Bypass Project,2024-11-20,2024-11-28,Answered,Lane Closures,By it five attorney whose church everyone analysis book executive red see relate during enter happen write sometimes space family as involve.,False,8,Subcontractor,Low,4716.66,Paving,Conflict Resolution,2
331,New Blakeburgh Bypass Project,2025-01-24,2025-02-06,Closed,Utility Relocation,Building lawyer six establish both thing group thing ball employee resource research technology feeling fly travel edge company finish away none land rich.,True,13,General Contractor,Medium,27487.5,Preconstruction,Material Substitution,5
332,Allenmouth Bypass Project,2025-02-19,2025-02-28,Answered,Stormwater Drainage,Method treatment position follow also need score hundred wish later hold alone all event cup mission wide follow someone return full.,True,9,Subcontractor,Medium,41022.54,Preconstruction,Design Change,5
333,Shahberg Bypass Project,2024-12-30,2025-01-16,Answered,Soil Compaction,Budget she a peace statement sometimes enough buy relationship wonder prove tonight road point culture not morning chance behind bed television election rule.,True,17,Subcontractor,High,51697.0,Paving,Material Substitution,2
334,Joanneport Bypass Project,2025-03-26,2025-04-15,Closed,Stormwater Drainage,Guy people industry property weight truth employee whose season management service.,False,20,DOT Inspector,Medium,18804.39,Paving,Clarification,4
335,Michelleborough Bypass Project,2024-12-13,2025-01-05,Answered,Road Grading,Rate indeed build white listen various too picture thus try school color half present give position will.,True,23,Subcontractor,Low,7131.93,Paving,Conflict Resolution,4
336,New Jenniferview Bypass Project,2025-03-31,2025-04-16,Closed,Soil Compaction,Person message relationship respond to everything behavior program clearly common major again remember far road energy exactly police perform note.,True,16,General Contractor,Medium,33569.84,Excavation,Clarification,4
337,Brianberg Bypass Project,2024-11-14,2024-11-24,Closed,Stormwater Drainage,Matter happen example strong garden it prove suddenly visit shoulder one develop.,False,10,Civil Engineer,Medium,33471.13,Inspection,Conflict Resolution,2
338,South Mark Bypass Project,2025-03-02,2025-03-27,Answered,Guardrail Placement,Hit begin laugh money throughout meeting few lay could allow perhaps hand can fact never crime specific born spring paper industry college cultural.,True,25,Civil Engineer,Medium,24453.1,Paving,Material Substitution,2
339,East Steven Bypass Project,2024-12-25,2025-01-06,Answered,Road Grading,Consumer get west billion when until environmental moment room worry between staff current president chair film art sort environment mention large.,False,12,Subcontractor,Medium,35436.14,Excavation,Clarification,3
340,South Tanyaborough Bypass Project,2025-01-26,2025-01-31,Pending Review,Soil Compaction,Book white score nearly serious act whether economic natural open throw free.,False,5,DOT Inspector,Low,4458.96,Excavation,Material Substitution,2
341,Morrisonview Bypass Project,2025-01-28,2025-02-20,Closed,Traffic Signage,Camera less song industry civil anything song stage trouble if return else friend never north spring minute walk ground finally ever such.,True,23,DOT Inspector,Medium,28860.79,Excavation,Clarification,3
342,Lisaview Bypass Project,2025-01-10,2025-01-30,Pending Review,Guardrail Placement,Happen glass industry person upon why knowledge four wait often laugh then Mrs agreement produce stuff girl her blue determine likely show maybe begin on.,False,20,General Contractor,Low,8668.45,Preconstruction,Material Substitution,4
343,West Matthewchester Bypass Project,2025-01-29,2025-02-04,Pending Review,Lane Closures,Establish picture gun later however edge can ball single with defense need draw fill why day side along during its light can.,True,6,DOT Inspector,Low,4607.5,Paving,Clarification,4
344,North Sharon Bypass Project,2025-02-11,2025-02-24,Pending Review,Soil Compaction,Upon way join young early expert a outside capital space above article forward responsibility so.,False,13,Subcontractor,Low,1205.45,Paving,Conflict Resolution,3
345,Port Heidi Bypass Project,2025-02-12,2025-03-03,Closed,Pavement Materials,Shake family most range attorney lead part pass group quite fast mouth experience last to to radio.,False,19,General Contractor,Low,1423.44,Inspection,Design Change,3
346,Lake Alexis Bypass Project,2024-11-27,2024-12-19,Answered,Pavement Materials,Bit direction difficult Democrat program under compare hotel notice here themselves challenge plan behavior save strategy truth.,True,22,DOT Inspector,Medium,39459.64,Inspection,Design Change,5
347,Port Michelleberg Bypass Project,2025-04-07,2025-04-13,Closed,Soil Compaction,National gas must agent more fall whatever so fill risk son oil born meeting meeting risk PM green real could.,False,6,General Contractor,Low,8560.12,Paving,Conflict Resolution,2
348,Jamesland Bypass Project,2025-04-11,2025-05-07,Pending Review,Bridge Joint Design,Production impact word issue also between cause send development source.,False,26,General Contractor,Low,8213.64,Paving,Conflict Resolution,4
349,Brownberg Bypass Project,2025-02-25,2025-03-05,Answered,Guardrail Placement,Able beyond protect speech well history race always tree nature upon year administration.,True,8,DOT Inspector,Medium,31236.25,Inspection,Material Substitution,2
350,Adamsborough Bypass Project,2025-01-29,2025-02-07,Pending Review,Lane Closures,Who build court pattern morning entire little popular itself beyond trip front particular loss.,True,9,Civil Engineer,Medium,15800.37,Excavation,Design Change,5
351,Lake Alexis Bypass Project,2025-01-30,2025-02-21,Closed,Soil Compaction,Mean with despite whom paper collection senior vote state artist many cup discussion sport central letter statement unit similar cup way order official same.,False,22,Subcontractor,Medium,36574.03,Excavation,Conflict Resolution,2
352,Port Alexander Bypass Project,2024-12-12,2024-12-19,Open,Traffic Signage,Garden live seem just often successful bag unit magazine meet write.,True,7,General Contractor,High,101802.61,Excavation,Conflict Resolution,3
353,East Caitlinland Bypass Project,2024-11-16,2024-11-27,Pending Review,Road Grading,If five yard family major nation point fund smile her fall sea assume evidence ball religious feeling executive decade herself land card care.,True,11,Subcontractor,High,68422.29,Inspection,Clarification,4
354,Reedshire Bypass Project,2024-11-27,2024-12-25,Answered,Utility Relocation,Work task Democrat opportunity training mind happy PM send shake single community Republican finally ten stand.,False,28,Civil Engineer,Low,2282.61,Preconstruction,Conflict Resolution,3
355,Karenbury Bypass Project,2025-03-30,2025-04-20,Closed,Traffic Signage,Doctor key nothing public important garden culture best fall admit interest.,True,21,General Contractor,Low,7033.57,Inspection,Material Substitution,4
356,Port Suzanne Bypass Project,2025-01-06,2025-01-22,Answered,Lane Closures,Quality anyone news policy example president boy road close your family.,True,16,General Contractor,Low,4884.31,Excavation,Material Substitution,5
357,East Frankfort Bypass Project,2025-04-14,2025-05-14,Pending Review,Utility Relocation,Within act present commercial our positive near part own ever catch stock price imagine thing property letter.,False,30,General Contractor,Medium,19999.74,Preconstruction,Design Change,4
358,Smithberg Bypass Project,2024-12-08,2024-12-30,Answered,Guardrail Placement,Fall base water employee live reflect or fact near movement suddenly pretty must side add water computer design food activity nor method sing.,True,22,General Contractor,Medium,26635.29,Paving,Clarification,4
359,North Jenniferton Bypass Project,2025-04-02,2025-04-26,Closed,Guardrail Placement,Director town require produce radio cold race entire send dinner wind can.,True,24,General Contractor,Medium,40522.86,Inspection,Design Change,5
360,Lake Tiffany Bypass Project,2025-02-01,2025-02-18,Open,Guardrail Placement,City but property thank step reality suggest gun guy speak second modern now administration fire article someone establish window apply movie.,True,17,Civil Engineer,Low,7121.26,Paving,Clarification,4
361,Sarahberg Bypass Project,2024-11-03,2024-11-20,Answered,Road Grading,Research full hard work door throughout image address establish with.,True,17,General Contractor,High,105126.12,Paving,Clarification,2
362,Port Lisa Bypass Project,2025-02-18,2025-03-15,Answered,Soil Compaction,Goal address agent herself respond agreement support nor move example treatment accept green available training trial ten color process federal argue attack could.,False,25,DOT Inspector,Low,1853.13,Excavation,Clarification,3
363,South Jesusmouth Bypass Project,2025-01-13,2025-02-05,Pending Review,Utility Relocation,Soldier choice impact travel fight mission author question court term feel almost describe certainly wall business prevent mother people character when consider represent.,False,23,Civil Engineer,Medium,30181.86,Paving,Material Substitution,4
364,Novakfort Bypass Project,2024-11-14,2024-11-27,Pending Review,Stormwater Drainage,Growth effort people lose high ground administration wrong response discover build shake assume interesting become to often important animal.,True,13,DOT Inspector,Medium,40782.81,Inspection,Clarification,2
365,New Jennifer Bypass Project,2024-11-11,2024-11-25,Pending Review,Lane Closures,Door attack teacher hospital myself art yeah Republican suffer could defense morning me gun his toward city treatment.,False,14,DOT Inspector,Low,2122.82,Paving,Clarification,3
366,Benjaminshire Bypass Project,2024-12-08,2024-12-21,Closed,Soil Compaction,Inside serve country hand head world your law hot billion work city attack less card.,True,13,Civil Engineer,High,78994.69,Excavation,Material Substitution,2
367,Randallbury Bypass Project,2025-02-16,2025-03-04,Pending Review,Road Grading,To town throughout whom than perhaps partner already father you.,True,16,Subcontractor,Medium,40938.69,Paving,Material Substitution,4
368,West Jeffrey Bypass Project,2024-11-09,2024-11-28,Open,Utility Relocation,Result course give must near do another well the particular available imagine newspaper today station toward always eight author start for public book.,True,19,General Contractor,Medium,44338.03,Excavation,Conflict Resolution,4
369,Pruittbury Bypass Project,2024-11-22,2024-12-02,Open,Pavement Materials,Structure test quality light set serious professor bill view almost society provide new positive middle investment what strategy at suffer.,False,10,General Contractor,Medium,35564.38,Paving,Conflict Resolution,5
370,South Cynthia Bypass Project,2025-04-14,2025-05-03,Pending Review,Stormwater Drainage,Central back mission college myself among event of join music ability ever push identify century black owner choice sound.,True,19,DOT Inspector,Low,5019.91,Preconstruction,Design Change,5
371,South Seanstad Bypass Project,2025-03-21,2025-04-04,Answered,Traffic Signage,Foreign person compare per trade especially store budget boy street say.,True,14,General Contractor,Medium,44204.29,Paving,Material Substitution,5
372,South Briana Bypass Project,2024-11-26,2024-12-12,Open,Pavement Materials,Long chance finish power where bag range next accept stand watch run five effect air medical sort military wish cell share give.,False,16,Subcontractor,Low,5817.48,Preconstruction,Clarification,5
373,Port Tonyberg Bypass Project,2025-03-31,2025-04-04,Answered,Lane Closures,Center then maintain analysis draw central poor outside hard within special look laugh much music cultural oil affect six.,True,4,Subcontractor,High,142902.15,Excavation,Design Change,2
374,Romeroland Bypass Project,2024-11-03,2024-11-07,Open,Utility Relocation,Determine table sister at range fast article who special big big suddenly.,True,4,DOT Inspector,High,113467.87,Inspection,Clarification,3
375,North Andrew Bypass Project,2025-01-15,2025-02-10,Closed,Bridge Joint Design,Less least them number successful really sort capital ok my bed structure table another begin deep light realize hair.,False,26,Subcontractor,Medium,34521.15,Excavation,Clarification,4
376,West Paulbury Bypass Project,2024-12-27,2025-01-15,Pending Review,Guardrail Placement,Hold scene recent trial sport well rule mouth skin listen late value grow American get race task ago thus song politics she in off ok.,False,19,Subcontractor,Low,7969.75,Inspection,Conflict Resolution,2
377,North Cassandraside Bypass Project,2024-11-22,2024-12-22,Answered,Soil Compaction,Group attorney describe raise throw number prove until those line trade campaign toward kind thought else face thank indicate tax from prove.,True,30,General Contractor,Medium,34532.4,Excavation,Material Substitution,2
378,West Christopherville Bypass Project,2025-03-23,2025-04-20,Pending Review,Lane Closures,Article fact personal sit everyone news professor money mouth outside sister rich feeling ever most spring.,True,28,General Contractor,Medium,37378.92,Preconstruction,Conflict Resolution,4
379,East Kathleen Bypass Project,2025-03-01,2025-03-10,Open,Utility Relocation,Officer election see every though would may case commercial build office leave move help smile quickly least who sport born fly.,False,9,DOT Inspector,Medium,15989.31,Inspection,Material Substitution,4
380,North Sherry Bypass Project,2024-11-24,2024-12-02,Answered,Soil Compaction,Clearly skin such medical resource necessary out turn challenge agree.,True,8,Subcontractor,High,163360.13,Preconstruction,Clarification,3
381,Michaelfort Bypass Project,2025-04-14,2025-05-14,Open,Lane Closures,Simply appear spend state concern represent exactly executive yet glass stand politics word policy any either blue sometimes little group house gas partner loss home.,True,30,Subcontractor,Medium,24608.98,Paving,Material Substitution,3
382,West Leslieland Bypass Project,2024-12-31,2025-01-12,Open,Traffic Signage,Both citizen politics hair move involve theory wife culture Mrs among.,False,12,Civil Engineer,Low,2169.4,Inspection,Design Change,5
383,East Jennifermouth Bypass Project,2024-11-22,2024-11-28,Answered,Utility Relocation,Black discuss man those of into unit head clearly second or kind heavy buy north the important north about across reach.,False,6,General Contractor,Low,7530.07,Preconstruction,Clarification,2
384,Weissbury Bypass Project,2025-02-24,2025-03-25,Open,Stormwater Drainage,Room hope party growth try one head visit company industry effort grow visit school religious baby.,False,29,DOT Inspector,Medium,25098.0,Inspection,Clarification,2
385,Lake Michael Bypass Project,2025-02-10,2025-02-23,Open,Lane Closures,Movie center least manage kind federal send already magazine election blue guy area also act station truth economy lay eye coach clear soldier particular like.,True,13,Subcontractor,High,110054.85,Paving,Design Change,3
386,Stevenstown Bypass Project,2024-11-25,2024-12-10,Closed,Road Grading,Something get assume huge partner enjoy medical continue agency girl keep argue full out item.,False,15,Subcontractor,Low,6057.25,Excavation,Conflict Resolution,5
387,Edwardsstad Bypass Project,2025-01-18,2025-02-11,Open,Guardrail Placement,Future eight you chance simple accept clear book she find more environmental few part carry sea no board detail catch whom top for.,False,24,Civil Engineer,Low,3829.4,Paving,Material Substitution,4
388,East Edwardmouth Bypass Project,2024-12-03,2024-12-07,Closed,Traffic Signage,Seem edge challenge bit near character listen another alone speak trouble follow away head medical child could management write.,False,4,General Contractor,High,88409.88,Excavation,Design Change,2
389,Andreafort Bypass Project,2025-02-16,2025-03-07,Closed,Stormwater Drainage,Discover up message move trip law sister follow fish person which truth such sit hit firm either technology degree day side explain build.,True,19,DOT Inspector,Low,8505.06,Inspection,Conflict Resolution,4
390,Pettyburgh Bypass Project,2024-12-13,2025-01-11,Open,Soil Compaction,Task option traditional hot key model ground which war past line lay however involve soldier see suddenly public you pattern floor company democratic task.,False,29,General Contractor,Low,1989.29,Excavation,Material Substitution,3
391,Glennshire Bypass Project,2024-11-04,2024-11-12,Open,Bridge Joint Design,Response magazine few why girl shoulder short behind of stock heavy enjoy.,True,8,Civil Engineer,Medium,40891.04,Excavation,Design Change,5
392,Orozcotown Bypass Project,2024-12-17,2024-12-24,Closed,Stormwater Drainage,Prevent letter family worry woman between possible public remember top reveal report blood involve mean determine easy plan.,True,7,DOT Inspector,Medium,27154.6,Paving,Material Substitution,3
393,Lake Josephchester Bypass Project,2024-12-27,2025-01-04,Open,Road Grading,Soon community stuff bank become former law across computer difficult everything ever write education true college music address still own main suddenly.,True,8,General Contractor,Medium,45151.52,Inspection,Design Change,4
394,Aprilland Bypass Project,2025-02-21,2025-03-09,Answered,Soil Compaction,Common with test employee candidate say wife management including green support indicate wall prepare.,True,16,Subcontractor,High,176553.72,Paving,Design Change,3
395,Longburgh Bypass Project,2024-12-04,2024-12-07,Open,Pavement Materials,Ahead month gas imagine same year enter drop general page claim machine sometimes occur beat.,False,3,DOT Inspector,Low,4175.23,Inspection,Conflict Resolution,5
396,South Richardmouth Bypass Project,2025-01-13,2025-02-02,Pending Review,Soil Compaction,Prevent that hear response much degree reality bag education wrong government factor modern continue six pull short recently really.,True,20,Civil Engineer,Medium,15253.79,Excavation,Conflict Resolution,3
397,Robinsonshire Bypass Project,2025-03-05,2025-03-19,Closed,Stormwater Drainage,Deep page class list man board final themselves family off kid true expert role cell compare policy long.,False,14,Civil Engineer,Low,8781.66,Paving,Design Change,5
398,East Todd Bypass Project,2024-12-24,2025-01-13,Open,Traffic Signage,Music teach room show with as much stock old carry science wind radio protect key yourself information line table grow peace blue white catch.,True,20,Civil Engineer,Low,5456.42,Paving,Conflict Resolution,3
399,Meganstad Bypass Project,2025-02-15,2025-02-19,Pending Review,Traffic Signage,Build maybe better short sometimes drop industry fight very meeting gun professor benefit main anyone central southern.,False,4,Subcontractor,Low,4015.73,Preconstruction,Conflict Resolution,5
400,Vaughantown Bypass Project,2024-11-14,2024-12-10,Open,Road Grading,Force worker without break strong product approach program machine hard land morning consider enjoy move amount concern many trip into require chance voice American maintain.,False,26,General Contractor,Low,8594.89,Preconstruction,Conflict Resolution,3
401,Lake Cheyenne Bypass Project,2025-01-13,2025-02-10,Pending Review,Utility Relocation,Job near move marriage beat recognize word before reason sure research teach measure scientist speech explain perhaps head mouth article.,True,28,Civil Engineer,Medium,11606.17,Paving,Clarification,4
402,Matthewborough Bypass Project,2025-03-10,2025-04-03,Open,Road Grading,Catch standard option economy case senior officer final lawyer administration beyond big happen value several century one leg mention contain animal car through education.,False,24,DOT Inspector,Medium,48477.29,Preconstruction,Material Substitution,5
403,Port Josefort Bypass Project,2025-03-26,2025-03-29,Open,Bridge Joint Design,Senior specific prove hold little board weight through reduce push yet town general trouble next stuff.,True,3,Subcontractor,High,98202.23,Excavation,Material Substitution,5
404,Mercadochester Bypass Project,2024-12-02,2024-12-16,Closed,Road Grading,Population that street design tree beat clear phone happen low role upon huge sound.,True,14,Civil Engineer,Medium,14305.63,Preconstruction,Clarification,2
405,South Eric Bypass Project,2024-11-26,2024-12-08,Open,Traffic Signage,Us people few from rise service accept image could week son become western head.,False,12,Civil Engineer,Low,3064.65,Preconstruction,Clarification,2
406,North Katherineberg Bypass Project,2025-04-01,2025-04-28,Pending Review,Lane Closures,Mother plant Democrat sea need within pretty maybe blue American.,True,27,Civil Engineer,High,148402.83,Inspection,Design Change,2
407,Potterburgh Bypass Project,2025-03-10,2025-04-05,Open,Lane Closures,Consumer onto suddenly state technology city these little while condition into office various important must when none their almost could the.,False,26,General Contractor,High,92272.32,Preconstruction,Conflict Resolution,2
408,Rachelland Bypass Project,2025-02-25,2025-03-19,Open,Utility Relocation,Outside might store modern marriage community exist wife size relate movement read financial when nearly although style know finally especially green.,True,22,Civil Engineer,High,141393.4,Excavation,Material Substitution,4
409,Angelaport Bypass Project,2025-04-12,2025-05-07,Closed,Stormwater Drainage,Republican child meeting huge election policy about question quite huge debate open.,False,25,DOT Inspector,Medium,13302.24,Inspection,Clarification,5
410,Lake Robyn Bypass Project,2024-11-18,2024-11-30,Open,Utility Relocation,Can fish easy summer process relationship drug although pretty ability upon black popular share first mission group woman institution arrive issue cell.,False,12,Subcontractor,Low,1830.69,Paving,Design Change,3
411,North Arthur Bypass Project,2025-04-03,2025-04-16,Answered,Pavement Materials,Art full since control they any scientist then assume art develop dream Mr American hear.,False,13,Civil Engineer,Low,7604.52,Excavation,Material Substitution,2
412,Jessicafort Bypass Project,2024-11-30,2024-12-21,Pending Review,Road Grading,Institution positive too three here about simple assume upon do trade serve environment their crime suggest management economic treat common stock matter.,True,21,DOT Inspector,High,116526.84,Preconstruction,Design Change,4
413,Wilsonchester Bypass Project,2025-04-05,2025-05-05,Answered,Road Grading,Result within city strong place talk value major choice here can security control begin more experience purpose several.,True,30,DOT Inspector,Low,6549.93,Paving,Design Change,4
414,Brandonland Bypass Project,2024-11-10,2024-12-09,Closed,Pavement Materials,Value throw fall material until news chance couple simple he week idea reason occur between left how almost important difficult growth.,True,29,Civil Engineer,High,116763.68,Excavation,Material Substitution,4
415,South Robert Bypass Project,2025-03-14,2025-04-07,Open,Road Grading,Magazine necessary boy church set poor how never anyone short remain finally.,True,24,DOT Inspector,High,163604.19,Inspection,Design Change,4
416,North Margaret Bypass Project,2024-12-19,2024-12-25,Pending Review,Stormwater Drainage,Beautiful information trade nature bag board one cover soldier true lot than can quality leg ago interesting still cover still method day clear.,False,6,General Contractor,Low,4474.43,Preconstruction,Material Substitution,5
417,Port Shelly Bypass Project,2024-12-31,2025-01-15,Open,Road Grading,Rate late alone early matter yard wrong movie agent high great total important smile.,False,15,DOT Inspector,Medium,38514.82,Excavation,Design Change,4
418,East Kathleen Bypass Project,2024-12-04,2024-12-18,Pending Review,Pavement Materials,Drop probably agree accept financial professor total professor course someone case care ask quickly.,True,14,Subcontractor,High,176863.21,Paving,Material Substitution,3
419,Shannonville Bypass Project,2024-11-09,2024-12-05,Pending Review,Traffic Signage,Safe eight common page peace those consider he newspaper station you answer American responsibility Congress after blue mouth successful effort response.,False,26,General Contractor,Medium,27047.86,Preconstruction,Design Change,3
420,Port Trevorhaven Bypass Project,2025-03-12,2025-04-02,Closed,Utility Relocation,Good management whether response say the company heavy avoid seem marriage need together.,False,21,Civil Engineer,Low,7566.58,Preconstruction,Conflict Resolution,5
421,Billybury Bypass Project,2025-01-23,2025-02-20,Pending Review,Traffic Signage,They government open do past contain sell doctor suffer others.,True,28,General Contractor,Medium,12875.36,Inspection,Material Substitution,4
422,Christopherhaven Bypass Project,2025-03-25,2025-04-11,Closed,Road Grading,Up subject mission room gun peace education fire cover state.,True,17,Civil Engineer,High,134619.2,Paving,Clarification,3
423,Juliamouth Bypass Project,2025-03-18,2025-04-17,Answered,Guardrail Placement,Woman course say camera enter entire tend will start almost have save everything star writer something read majority southern.,False,30,Subcontractor,Low,5654.93,Inspection,Design Change,3
424,Maureenview Bypass Project,2024-11-05,2024-11-21,Open,Bridge Joint Design,Another important view election reason act south national something play less finally spring bank say teacher.,True,16,Subcontractor,High,132767.47,Preconstruction,Material Substitution,4
425,East Eric Bypass Project,2024-11-09,2024-12-09,Open,Bridge Joint Design,Pretty laugh during herself just movie theory himself attention so leg pull service nation quite process vote tax.,True,30,Civil Engineer,Medium,27152.75,Inspection,Clarification,2
426,Lake Melanieside Bypass Project,2025-03-05,2025-03-29,Pending Review,Pavement Materials,Identify task happy admit reflect relate give beyond population sure lose system recent sit fast beat identify to share fact ball every organization.,False,24,Subcontractor,Low,4121.51,Inspection,Clarification,2
427,West Scottborough Bypass Project,2024-12-17,2024-12-28,Open,Stormwater Drainage,Stop Congress budget value try allow myself ago enough degree American sure ten new should still.,True,11,General Contractor,Medium,18688.52,Inspection,Design Change,5
428,Deanport Bypass Project,2025-02-23,2025-03-04,Pending Review,Guardrail Placement,The remember section situation could contain response large level positive sea.,False,9,Civil Engineer,Medium,33020.23,Paving,Clarification,3
429,Kevinshire Bypass Project,2025-04-13,2025-04-16,Pending Review,Road Grading,Majority according on establish beautiful size not care two business friend summer hot experience care audience.,False,3,General Contractor,Medium,41703.51,Preconstruction,Material Substitution,2
430,Port Davidland Bypass Project,2024-11-15,2024-11-25,Closed,Bridge Joint Design,Return food check successful generation news market media population compare through agreement third ball heart already a religious authority film of.,False,10,Subcontractor,Medium,35123.87,Paving,Conflict Resolution,2
431,Bakermouth Bypass Project,2025-03-07,2025-04-05,Pending Review,Stormwater Drainage,Main theory through should authority push trade service back half cell by direction trade president report wonder mind return perhaps need station give situation.,True,29,Subcontractor,High,174211.14,Inspection,Design Change,5
432,Taylorchester Bypass Project,2025-01-22,2025-01-25,Closed,Utility Relocation,College defense national fire former again school condition quickly his score really somebody of.,False,3,Civil Engineer,High,187069.42,Paving,Clarification,3
433,North Priscilla Bypass Project,2025-04-07,2025-04-24,Answered,Pavement Materials,Call condition and see message shoulder bag nation real democratic language pull network resource meet impact whose story night great firm central value shake read.,False,17,Civil Engineer,Low,7029.27,Preconstruction,Material Substitution,3
434,Port Christopher Bypass Project,2025-04-11,2025-05-01,Pending Review,Pavement Materials,Environment perform approach white every arm address wind really issue box between thank since world those country who risk too street also.,False,20,Subcontractor,Low,4651.29,Preconstruction,Conflict Resolution,2
435,Aprilview Bypass Project,2025-02-04,2025-02-23,Answered,Stormwater Drainage,Test feeling recognize environment check fear man each mouth work performance recently until national clearly most.,True,19,General Contractor,Medium,49140.16,Paving,Clarification,2
436,North Jackshire Bypass Project,2024-12-14,2024-12-25,Closed,Stormwater Drainage,Congress fall structure certain professional item toward politics seven most really.,True,11,DOT Inspector,High,130525.4,Paving,Clarification,2
437,East Stephanie Bypass Project,2025-01-21,2025-02-02,Answered,Pavement Materials,Much form perhaps note theory mind water hear daughter reach goal different task charge.,False,12,General Contractor,Low,3705.79,Inspection,Design Change,5
438,Barrettland Bypass Project,2025-01-31,2025-02-05,Pending Review,Guardrail Placement,Travel about day without TV long experience leave deep direction yourself message read cut reach live.,False,5,General Contractor,Medium,44259.7,Excavation,Design Change,2
439,Russellburgh Bypass Project,2024-12-09,2025-01-07,Closed,Bridge Joint Design,Wife home wife cultural moment college answer air Republican practice throw leave news radio join how throughout.,True,29,DOT Inspector,Low,8141.16,Paving,Design Change,3
